HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
,3,3,5,1818814,0,0,119.14,3
1,6,6,4,1818814,0,0,123.3433333,3
,5,1,3,1818814,0,0,98.71,3
,3,3,5,1818814,0,0,183.92,3
,4,4,5,1818814,0,0,101.75,3
,10,0,1,1818814,0,0,98.42571429,3
,6,6,5,1818814,0,0,95.42,3
,0,0,1,1818814,0,1,101.6666667,3
,2,2,5,1818814,0,1,92.955,3
,0,0,5,1818814,0,1,,3
,2,-2,5,1818814,0,1,129.1733333,3
,3,3,4,1818814,0,0,125.22,3
,3,3,5,1818814,0,1,136.98,3
,5,5,5,1818814,0,1,102.8258824,3
0,2,2,5,1818814,0,1,97.315,3
,0,0,1,1818814,0,1,101.68,3
1,2,2,1,1818814,0,1,113.54,3
,3,3,5,1818814,0,1,130.6,3
,4,4,5,1818814,0,1,99.07076923,3
,8,8,3,1818814,0,1,84.4275,3
,3,3,5,1818814,0,1,177.84,3
,0,0,5,1818814,0,1,207.44,3
,10,10,5,1818814,0,1,113.54,3
,0,0,5,1818815,0,1,130.6,3
,0,0,1,1818815,0,1,148.74,3
,2,2,5,1818815,0,0,113.51,3
0,2,2,1,1818815,0,1,166.08,3
0,2,2,1,1818815,0,1,195.68,3
,8,8,5,1818815,0,1,97.3775,3
,4,-2,4,1818815,0,1,119.34,3
,3,3,5,1818815,0,1,183.92,3
1,2,2,5,1818815,0,1,113.0163636,3
,7,-1,4,1818815,0,1,95.83666667,3
,2,2,5,1818815,0,1,77.16666667,3
,8,8,5,1818815,0,0,104.9357143,3
,6,6,5,1818815,0,1,108.5433333,3
,0,0,5,1818815,0,0,89.84,3
,0,0,5,1818815,0,1,,3
,6,4,5,1818815,0,1,103.7466667,3
,0,0,5,1818815,0,1,142.36,3
0,8,-2,1,1818815,0,1,110.8307692,3
,11,11,5,1818815,0,1,121.2275,3
,3,3,5,1818815,0,1,46.45333333,3
,3,3,5,1818815,0,0,128.06,3
,0,0,5,1818815,0,0,148.74,3
,2,2,5,1818816,0,1,154.32,3
,0,0,5,1818816,0,1,,3
,2,2,5,1818816,0,1,142.86,3
,25,-3,3,1818816,0,1,110.7613115,3
1,17,5,3,1818816,0,1,113.5336842,3
,0,0,5,1818816,0,1,75.07333333,3
0.5,6,6,3,1818816,0,1,141.39,3
,3,3,4,1818816,0,1,213.32,3
,0,0,5,1818816,0,1,142.86,3
,4,4,5,1818816,0,1,113.52,3
1,0,0,2,1818816,0,1,116.4333333,3
,0,0,5,1818816,0,1,123.2933333,3
0,0,0,5,1818817,0,0,324.84,3
,3,3,5,1818817,0,1,201.56,3
,17,17,5,1818817,0,1,106.6916667,3
,0,0,3,1818817,0,1,82.39,3
,8,6,4,1818817,0,1,102.8258824,3
,0,0,5,1818817,0,1,125.24,3
,4,4,5,1818817,0,1,121.5814634,3
,19,13,5,1818817,1,0,106.6248276,3
,3,3,5,1818818,0,1,35.92,3
,0,0,5,1818818,0,1,131.1,3
,3,3,5,1818818,0,1,108.9644444,3
,0,0,5,1818818,0,1,183.72,3
,3,3,5,1818818,0,1,117.4133333,3
0,0,0,5,1818818,0,0,136.48,3
,0,0,5,1818818,0,0,201.56,3
,3,3,5,1818818,0,1,158.5733333,3
,9,7,4,1818818,0,1,162.0575,3
,0,0,5,1818818,0,0,195.48,3
,0,0,5,1818818,0,0,248.6,3
0,2,0,5,1818818,0,1,99.70709677,3
,8,8,5,1818818,0,0,86.83333333,3
,3,3,4,1818818,0,0,154.32,3
,2,2,5,1818818,0,0,136.98,3
0,7,5,3,1818818,0,0,122.0488889,3
,5,5,5,1818818,0,0,87.32,3
,5,5,5,1818818,0,0,110.58,3
,2,2,1,1818818,0,0,126.6044444,3
,8,8,5,1818818,0,0,108.5538462,3
,8,8,5,1818818,0,0,95.87238095,3
0,5,5,4,1818818,0,0,100.0057143,3
,4,4,5,1818818,0,0,142.36,3
,2,2,5,1818818,0,0,131.1,3
0,3,3,5,1818818,0,0,121.3666667,3
,3,-1,5,1818818,0,0,112.3010526,3
,5,5,5,1818818,0,0,93.69333333,3
,4,4,3,1818818,0,0,110.8307692,3
,26,16,5,1818818,0,0,97.27348837,3
,0,0,2,1818818,0,0,50.24,3
,2,2,3,1818818,0,0,90.43142857,3
1,3,3,5,1818818,0,0,83.66,3
,5,5,5,1818818,0,0,131.1,3
,8,8,3,1818818,0,0,106.9043478,3
,4,0,3,1818818,0,0,101.6888889,3
1,11,11,5,1818818,0,0,108.4628571,3
,7,7,5,1818818,0,0,106.11,3
0,3,3,5,1818818,0,0,201.56,3
0.857142857,24,8,4,1818818,0,0,101.0501587,3
,3,3,1,1818818,0,0,89.04285714,3
1,12,10,5,1818818,0,0,104.225,3
0,5,5,4,1818818,0,0,81.73333333,3
1,7,7,5,1818818,0,0,124.0610526,3
,4,4,3,1818818,0,0,109.5466667,3
0.333333333,1,-1,1,1818818,0,0,114.4338462,3
,2,2,1,1818818,0,0,101.2109091,3
,0,0,5,1818818,0,0,124.72,3
,0,0,5,1818818,0,0,113.51,3
,3,3,5,1818818,0,1,148.74,3
,0,0,5,1818818,0,0,230.96,3
0.333333333,0,0,5,1818818,0,0,230.96,3
,0,0,5,1818818,0,0,213.32,3
,0,0,5,1818818,0,1,148.74,3
,0,0,5,1818818,0,0,160,3
,2,2,5,1818819,0,1,207.44,3
,0,0,4,1818819,0,1,112.6914286,3
,5,5,5,1818819,0,0,103.2575,3
,2,2,5,1818819,0,1,84.06,3
,5,5,5,1818819,0,1,,3
,3,3,5,1818819,0,1,148.74,3
,0,0,5,1818819,0,1,133.94,3
,6,6,5,1818819,0,1,103.5636364,3
0,4,2,4,1818819,0,1,105.0626087,3
,2,2,3,1818819,0,1,83.82666667,3
0,0,0,2,1818819,0,1,102.5828571,3
,0,0,3,1818819,0,1,110.58,3
,2,2,5,1818819,0,1,104.715,3
,5,5,5,1818819,0,1,,3
,5,5,5,1818820,0,1,97.84666667,3
,0,0,5,1818820,0,1,119.3066667,3
,0,0,5,1818820,0,1,116.35,3
,0,0,5,1818820,0,1,101.78,3
,0,0,5,1818820,0,1,,3
1,9,-1,5,1818820,0,1,117.4733333,3
,0,0,2,1818820,0,1,101.3,3
,0,0,5,1818820,0,1,183.92,3
,2,2,5,1818820,0,1,,3
0,9,9,5,1818820,0,1,110.8307692,3
0.717948718,0,0,2,1818820,0,1,118.655,3
1,7,3,4,1818821,1,0,96.79384615,3
,4,4,5,1818821,0,1,103.195,3
,5,5,5,1818821,0,1,98.82,3
,10,8,5,1818821,0,1,100.7977778,3
,11,9,4,1818821,0,1,105.6733333,3
,31,31,5,1818821,0,0,69.06541176,3
1,26,22,4,1818821,0,0,106.843871,3
,0,0,1,1818821,0,1,,3
0,11,11,5,1818821,0,1,99.82333333,3
,5,1,5,1818821,0,0,92.47428571,3
,0,0,4,1818821,0,1,107.38,3
,3,3,5,1818821,0,1,160.5,3
1,0,0,5,1818821,0,1,136.98,3
0.666666667,13,11,5,1818821,0,0,122.7942857,3
0,5,5,4,1818821,0,1,48.18,3
,0,0,5,1818821,0,1,154.32,3
,0,0,5,1818821,0,1,129.1733333,3
0,6,-2,2,1818821,0,1,114.5858824,3
,4,4,2,1818822,0,1,89.96857143,3
,0,0,5,1818822,0,1,83.82666667,3
,0,0,5,1818822,0,1,,3
,3,3,5,1818822,0,1,142.86,3
,4,-4,2,1818822,0,1,116.3314286,3
,0,0,5,1818822,0,1,88.24571429,3
,5,-1,1,1818822,0,1,126.1028571,3
,0,0,5,4852,0,1,102.5828571,3
1,7,3,1,4852,0,1,134.115,3
,0,0,5,4852,0,1,95.12,3
,0,0,5,4852,0,1,183.92,3
,4,2,5,4852,0,1,102.8258824,3
,3,3,5,4852,0,1,103.2366667,3
,6,6,5,4852,0,1,110.42,3
,0,0,5,4852,0,1,,3
1,11,3,5,4852,0,1,110.3481818,3
,0,0,5,4852,0,1,-5.64,3
,15,15,5,4852,0,1,111.1329412,3
,6,6,5,4852,0,1,51.22,3
,0,0,5,4852,0,1,,3
,0,0,5,4852,0,1,103.0844444,3
,2,2,4,4852,0,1,116.3,3
,10,8,5,4852,0,0,101.0243478,3
,7,7,5,4853,0,0,101.7285714,3
,0,0,5,4853,0,1,109.6066667,3
,5,5,5,4853,0,1,92.47428571,3
,1,1,5,4853,0,1,121.3666667,3
,4,4,5,4853,0,0,105.62,3
,3,3,4,4853,0,1,130.9,3
,6,6,5,4853,0,1,95.87,3
,0,0,5,4853,0,1,119.4,3
,6,-6,5,4853,0,1,95.87,3
1,28,18,5,4853,0,1,121.1615686,3
,2,2,4,4853,0,1,6.82,3
,2,2,5,4853,0,1,119.4,3
0,21,15,5,4853,1,0,110.3406061,3
,0,0,5,4853,0,1,52.79,3
,0,0,5,4853,0,1,104.6733333,3
,2,2,5,4853,0,1,110.42,3
,7,7,5,4853,0,1,119.39,3
,0,0,5,4853,0,1,117.4133333,3
,3,3,5,4853,0,1,131.1,3
,13,13,5,4853,0,0,93.82709677,3
,5,5,5,4853,0,1,131.1,3
,9,9,5,4853,0,1,104.7,3
,14,6,5,4853,0,1,95.83666667,3
,0,0,5,4853,0,1,154.32,3
,8,8,5,4854,0,1,100.9314286,3
,6,6,5,4854,0,1,101.74,3
,0,0,5,4854,0,1,95.62,3
,0,0,5,4854,0,1,110.42,3
,0,0,1,4854,0,1,133.94,3
,5,5,5,4854,0,1,129.1733333,3
,5,5,2,4854,0,1,113.52,3
,1,1,5,4854,0,1,93.69833333,3
,0,0,5,4854,0,0,112.56,3
,5,3,5,4855,0,1,135.0533333,3
0.5,0,0,3,4855,0,1,,3
,2,-2,2,4855,0,1,109.6066667,3
0,14,8,5,4855,0,0,112.5716667,3
,2,2,5,4855,0,1,95.82,3
0.6,14,6,3,4855,0,1,101.7803922,3
,4,4,5,4855,0,0,85.94222222,3
,2,2,5,4855,0,1,,3
,3,3,5,4855,0,1,116.0657143,3
,7,7,4,4855,0,1,116.4333333,3
,11,3,5,4855,0,1,112.4727273,3
,0,0,5,4855,0,1,101.015,3
,3,3,5,4855,0,1,113.4266667,3
0,6,6,1,4855,0,1,109.1375,3
,0,0,5,4855,0,1,89.54,3
,10,10,5,4855,0,1,107.66,3
,0,0,5,4855,0,1,177.84,3
1,10,6,1,4855,0,1,112.4727273,3
,0,0,4,4855,0,1,106.895,3
,3,3,5,4855,0,1,131.0666667,3
,3,3,5,4855,0,1,131.1,3
,10,10,3,4855,0,1,120.4658824,3
,1,1,1,4855,0,1,92.58,3
1,18,12,5,4856,1,0,122.8929412,3
,3,3,5,4856,0,1,48.43,3
,5,5,5,4856,0,1,,3
,0,0,5,4856,0,1,148.74,3
,3,3,4,4856,0,1,113.51,3
,2,2,5,4856,0,1,101.015,3
,0,0,5,4856,0,1,177.84,3
,4,4,5,4856,0,1,108.7058824,3
1,9,3,5,4856,0,1,93.05333333,3
,2,2,3,4856,0,1,80.00666667,3
0,2,2,5,4856,0,1,115.32,3
,2,2,5,4856,0,1,92.91333333,3
,6,-2,5,4856,0,1,107.66,3
1,5,1,5,4856,0,1,120.0266667,3
,0,0,5,4856,0,1,108.95,3
,0,0,5,4856,0,1,133.94,3
,5,5,5,4856,0,1,113.8589474,3
1,0,0,4,4856,0,1,65.52,3
,0,0,5,4857,0,1,131.1,3
,0,0,5,4857,0,1,103.0844444,3
,2,2,3,4857,0,1,,3
,3,3,5,4857,0,1,99.82333333,3
,14,0,5,4857,0,1,97.60235294,3
,1,1,4,4857,0,1,77.28,3
,5,5,5,4857,0,1,125.22,3
,3,3,3,4857,0,1,,3
,11,11,5,4857,0,1,113.2704762,3
0.333333333,5,3,1,4857,0,1,94.275,3
,7,3,3,4857,0,1,113.3933333,3
,3,3,5,4857,0,1,95.63047619,3
,3,-3,5,4857,0,1,98.30333333,3
,5,-1,5,4857,0,1,93.21777778,3
,3,3,5,4857,0,1,103.56,3
1,3,3,1,4857,0,0,109.6066667,3
,0,0,4,4857,0,0,145.7,3
,32,24,5,4857,0,0,32.61197605,3
,9,9,5,4857,0,0,-4.89,3
0,2,-2,1,4857,0,0,87.31076923,3
,3,3,5,4857,0,0,213.32,3
0,8,8,2,4857,0,0,117.3470968,3
,3,3,5,4857,0,0,,3
,9,9,5,4857,0,0,114.5858824,3
0.833333333,8,2,4,4857,0,0,103.9555556,3
,9,9,5,4857,0,0,105.79875,3
,4,4,5,4857,0,0,54.06,3
,5,5,4,4857,0,0,105.6533333,3
,4,-4,1,4857,0,0,115.4866667,3
,0,0,3,4857,0,0,110.5533333,3
,7,1,3,4857,0,0,95.05142857,3
1,8,8,5,4857,0,0,113.4266667,3
,7,5,5,4857,0,0,116.6957143,3
1,7,5,2,4857,0,1,92.52,3
1,0,0,5,4858,0,0,,3
,6,6,5,4858,0,0,95.84,3
,11,11,5,4858,0,0,106.5927273,3
,6,6,5,4858,0,0,110.3254545,3
,3,3,5,4858,0,0,57.1,3
,3,3,4,4858,0,0,183.92,3
,0,0,5,4858,0,0,,3
0,8,6,3,4858,0,0,108.7058824,3
,0,0,3,4858,0,0,85.43,3
,3,3,2,4858,0,0,113.51,3
,2,2,5,4858,0,0,107.0909091,3
0.333333333,5,5,3,4858,0,0,192.5085714,3
,11,9,5,4858,0,0,100.1277778,3
,3,3,4,4858,0,0,,3
,13,7,3,4858,0,0,119.43,3
,5,-1,5,4858,0,0,100.155,3
1,20,12,2,4858,0,0,115.1859259,3
,2,2,5,4858,0,0,73.80363636,3
,3,3,3,4858,0,0,142.86,3
,3,3,5,4858,0,0,,3
0,0,0,1,4858,0,0,,3
,3,3,5,4858,0,0,,3
0.8,7,3,4,4858,0,0,111.2375758,3
,3,3,5,4858,0,0,83.16,3
,3,3,5,4858,0,0,,3
,8,8,5,4858,0,0,108.9644444,3
1,9,7,5,4858,0,0,110.008,3
,4,4,5,4858,0,0,80.87,3
,0,0,1,4858,0,0,119.4,3
,3,3,5,4858,0,0,106.8114286,3
,12,6,4,4858,0,0,118.1810526,3
,5,5,5,4858,0,0,67.59,3
0,1,1,5,4858,0,0,183.92,3
1,14,2,2,4858,0,0,106.1481481,3
,3,1,3,4858,0,0,87.32,3
,7,3,5,4858,0,0,118.1810526,3
,3,3,3,4858,0,0,98.56545455,3
,11,11,5,4858,0,0,95.58666667,3
,2,2,5,4858,0,0,118.655,3
0.5,7,1,1,4858,0,0,109.4436364,3
,3,3,5,4858,0,0,-23.28,3
1,1,1,5,4858,0,0,88.06333333,3
1,3,3,5,4858,0,0,66.27,3
,3,3,5,4858,0,0,125.22,3
0.333333333,18,8,4,4858,0,0,122.4502564,3
,9,-1,5,4858,0,0,94.58956522,3
,0,0,3,4858,0,0,89.70666667,3
,18,4,2,4858,0,0,116.0058333,3
,4,4,2,4858,0,0,85.99777778,3
,3,1,5,4858,0,0,86.95,3
1,4,4,5,4858,0,0,,3
,4,4,5,4858,0,0,166.38,3
,5,5,5,4858,0,0,127.2666667,3
,0,0,5,4858,0,0,,3
,7,7,5,4858,0,0,103.2575,3
,1,1,3,4858,0,0,101.68,3
,11,9,5,4858,0,0,110.8307692,3
1,9,7,5,4858,0,0,107.63,3
,2,2,5,4858,0,0,65.52,3
0,3,3,5,4858,0,0,112.76,3
,14,4,4,4858,0,0,99.96827586,3
,2,2,5,4858,0,0,35.72,3
,12,12,5,4858,0,0,119.42,3
0.666666667,7,5,3,4858,0,0,109.7041379,3
,0,0,1,4858,0,0,-70.72,3
1,17,-1,5,4858,0,0,84.46285714,3
,3,3,4,4858,0,0,38.48,3
,6,6,5,4858,0,0,110.5533333,3
,3,3,5,4858,0,0,,3
,7,7,5,4858,0,0,138.1058824,3
,8,4,2,4858,0,0,125.2,3
,10,10,4,4858,0,0,115.888,3
,10,10,5,4858,0,0,95.67,3
1,2,-2,2,4858,0,0,91.47,3
,2,2,5,4858,0,0,,3
0.8,18,8,4,4858,0,0,62.97795918,3
,2,-2,4,4858,0,0,-73.26,3
,5,5,4,4858,0,0,114.5858824,3
,9,9,5,4858,0,0,66.18666667,3
,5,5,5,4858,0,0,118.5714286,3
,3,3,5,4858,0,0,97.20444444,3
,5,5,5,4858,0,0,131.1,3
,4,0,5,4858,0,0,115.4866667,3
,8,4,3,4858,0,0,113.9514286,3
,3,3,5,4858,0,0,80.87,3
,4,4,5,4858,0,0,122.355,3
,6,6,5,4858,0,0,113.52,3
,4,4,5,4858,0,0,107.56,3
1,5,5,5,4858,0,0,195.48,3
0.882352941,6,-6,2,4858,0,0,118.4516667,3
1,1,-1,5,4858,0,0,90.94545455,3
,41,31,5,4858,0,0,93.24821918,3
,8,8,5,4858,0,0,4.893333333,3
,12,2,4,4858,0,0,110.2888889,3
,3,3,5,4858,0,0,,3
0.5,22,18,5,4858,0,0,73.98648649,3
1,1,1,4,4858,0,0,85.41411765,3
1,3,1,5,4858,0,0,103.9555556,3
,3,3,5,4858,0,0,86.75,3
,3,3,5,4858,0,0,142.86,3
,5,5,5,4858,0,0,131.1,3
,11,9,5,4858,0,0,99.07076923,3
0.640625,15,1,2,4858,0,0,80.16321839,3
,4,2,5,4858,0,0,-10.85333333,3
0,10,10,5,4858,0,0,118.3527273,3
,5,5,5,4858,0,0,95.8575,3
,3,3,4,4858,0,0,,3
,3,3,5,4858,0,0,183.92,3
,14,12,5,4858,0,0,106.6916667,3
,21,1,3,4858,0,0,119.4211321,3
,2,2,5,4858,0,0,35.92,3
,3,3,4,4858,0,0,129.1733333,3
,0,0,5,4858,0,0,101.78,3
,19,17,5,4858,0,1,102.7225806,3
,3,3,5,4858,0,1,23.96,3
,7,7,5,4858,0,0,107.66,3
,0,0,5,4858,0,1,125.02,3
,0,0,5,4858,0,1,104.34,3
,3,3,5,4858,0,1,129.1733333,3
,3,3,5,4858,0,1,113.51,3
,0,0,5,4858,0,1,177.84,3
,0,0,5,4859,0,1,148.74,3
,0,0,5,4859,0,1,148.74,3
,5,-1,1,4859,0,0,120.4658824,3
,10,10,4,4859,0,0,91.435,3
,3,3,5,4859,0,0,101.5,3
0.333333333,0,0,2,4859,0,0,,3
,2,2,5,4859,0,0,,3
,3,3,5,4859,0,0,105.7033333,3
,3,3,5,4859,0,0,124.52,3
,3,3,5,4859,0,0,129.1733333,3
,3,3,5,4859,0,0,129.1955556,3
,6,6,5,4859,0,0,91.47666667,3
,11,11,5,4859,0,0,112.1569231,3
0,16,-4,1,4859,0,0,97.53666667,3
,4,-4,1,4859,0,0,69.97333333,3
,0,0,4,4859,0,0,122.18,3
,2,2,5,4859,0,0,136.98,3
,6,6,3,4859,0,0,115.4866667,3
,4,0,2,4859,0,0,95.20470588,3
,0,0,5,4859,0,0,,3
,2,2,5,4859,0,0,117.4133333,3
,0,0,5,4859,0,0,154.62,3
,9,3,5,4859,0,0,100.4353846,3
,3,3,4,4859,0,0,101.3,3
,7,7,5,4859,0,0,104.9507692,3
,3,3,3,4859,0,0,95.8,3
0,1,1,1,4859,0,0,119.4,3
,1,1,2,4859,0,0,94.22095238,3
,3,3,4,4859,0,0,99.57333333,3
,0,0,5,4859,0,1,129.1733333,3
,1,1,5,4860,0,1,112.6914286,3
1,2,0,5,4860,0,1,126.715,3
,0,0,5,4860,0,1,107.63,3
,2,2,5,4861,0,1,135.0533333,3
0.928571429,16,4,1,4861,0,0,100.2681481,3
,0,0,4,4861,0,1,73.96,3
,5,5,5,4861,0,1,107.63,3
1,0,0,5,4861,0,1,108.9644444,3
,0,0,5,4861,0,1,119.39,3
,8,4,4,4861,0,1,100.616,3
,0,0,5,4862,0,1,51.22,3
,5,5,5,4862,0,1,125.22,3
1,2,-2,2,4862,0,1,109.6066667,3
,3,3,5,4862,0,1,133.94,3
,1,1,5,4862,0,1,133.94,3
,0,0,5,4862,0,1,207.44,3
,10,4,5,4862,0,1,99.79555556,3
0,4,4,5,4862,0,1,110.595,3
,6,6,5,4863,0,1,91.8,3
,3,3,5,4863,0,1,123.2933333,3
,4,4,5,4863,0,1,103.0844444,3
0,14,6,5,4863,0,1,122.375,3
,3,3,5,4863,0,1,,3
0,9,-1,1,4863,0,1,103.0844444,3
,0,0,3,4863,0,1,124.72,3
,2,2,5,4863,0,1,115.4866667,3
,3,3,5,4864,0,1,,3
,5,1,5,4864,0,1,97.86666667,3
,5,5,5,4864,0,1,101.5,3
,0,0,5,4864,0,1,131.1,3
,6,6,5,4864,0,1,101.78,3
,10,2,5,4864,0,1,101.74,3
,3,3,5,4864,0,1,119.3066667,3
,4,4,4,4864,0,1,110.8307692,3
,7,7,5,4864,0,0,101.772973,3
,6,2,2,4864,0,1,93.37,3
0,18,16,1,4864,0,1,114.7982979,3
,3,3,4,4864,0,1,,3
,0,0,5,4865,0,1,106.8114286,3
,0,0,3,4865,0,1,,3
,4,2,4,4865,0,1,99.82333333,3
,7,7,5,4865,0,1,87.03333333,3
,4,4,5,4865,0,1,99.79555556,3
,3,3,5,4865,0,1,110.22,3
,3,3,5,4865,0,1,154.62,3
0,2,-2,1,4865,0,1,128.235,3
,0,0,4,4865,0,1,116.35,3
1,0,0,5,4865,0,1,107.64,3
,2,2,5,4865,0,1,128.4707692,3
,0,0,5,4865,0,1,101.5,3
,3,1,5,4865,0,0,140.9333333,3
0,16,2,5,4865,0,1,98.93025641,3
,0,0,5,4865,0,1,35.72,3
,3,3,5,4865,0,1,142.86,3
,3,3,5,4865,0,1,154.62,3
,0,0,4,4865,0,0,104.9507692,3
,6,6,5,4865,0,0,107.5133333,3
,10,4,5,4865,0,0,118.8509091,3
1,6,6,3,4865,0,0,95.89333333,3
,2,2,3,4865,0,0,107.0909091,3
,3,3,5,4865,0,0,137.04,3
,14,2,5,4865,0,0,104.7266667,3
,7,7,5,4865,0,0,97.975,3
,3,3,5,4865,0,0,123.2933333,3
,0,0,5,4865,0,1,207.44,3
,5,1,5,4865,0,1,110.595,3
0,0,0,5,4865,0,1,109.075,3
,6,6,5,4865,0,0,110.8577778,3
,0,0,5,4865,0,1,100.6866667,3
,3,3,5,4865,0,1,139.82,3
,2,-2,5,4865,0,1,109.6266667,3
,0,0,5,4866,0,1,125.1866667,3
,6,6,3,4866,0,1,131.0666667,3
,2,2,5,4866,0,1,136.98,3
0,8,8,1,4866,0,1,115.0175,3
0,4,4,3,4866,0,1,60.36,3
,4,4,3,4866,0,1,133.94,3
,4,4,5,4866,0,0,95.88,3
0.4,3,3,5,4866,0,0,121.3666667,3
1,8,4,3,4866,0,1,96.31142857,3
,0,0,5,4866,0,1,103.07,3
,2,2,5,4866,0,1,183.92,3
,3,3,5,4866,0,1,113.48,3
,0,0,5,4866,0,1,125.22,3
,3,3,4,4866,0,1,142.86,3
1,10,10,5,4867,0,1,94.23285714,3
,4,4,4,4867,0,1,110.5533333,3
,5,5,4,4867,0,1,120.2228571,3
,13,11,5,4867,0,1,106.9043478,3
,0,0,1,4867,0,1,86.75,3
,0,0,5,4867,0,1,123.2933333,3
,4,4,5,4867,0,1,166.08,3
,3,3,5,4867,0,1,111.5333333,3
,10,-10,5,4867,0,1,99.83333333,3
,3,3,5,4867,0,1,,3
,0,0,5,4867,0,1,125.27,3
,5,5,5,4868,0,1,101.75,3
,0,0,3,4868,0,1,129.1733333,3
,6,6,5,4868,0,1,103.0844444,3
1,0,0,5,4868,0,0,112.6914286,3
,2,2,5,4868,0,1,97.68,3
,6,6,5,4868,0,1,120.4658824,3
,6,6,1,4868,0,1,94.51692308,3
,9,9,5,4868,0,1,124.29,3
,0,0,5,4868,0,1,114.3428571,3
,0,0,5,4868,0,1,111.99,3
,3,3,5,4868,0,1,116.475,3
,3,1,4,4868,0,1,93.91555556,3
,5,5,5,4869,0,1,132.4844444,3
,1,1,5,4869,0,1,108.4628571,3
1,11,5,3,4869,0,1,116.0685714,3
,13,9,5,4869,0,1,91.83818182,3
,6,2,2,4869,0,1,101.6888889,3
,2,2,5,4869,0,1,119.14,3
,5,5,5,4869,0,1,132.4844444,3
,14,12,5,4869,0,1,100.5410526,3
,2,2,5,4869,0,1,95.12,3
1,9,1,3,4869,0,1,104.9507692,3
1,2,2,1,4870,0,1,109.6066667,3
,0,0,5,4870,0,1,107.63,3
,5,5,4,4870,0,1,111.5333333,3
,3,3,5,4870,0,1,123.2933333,3
,3,3,5,4870,0,1,129.1733333,3
,12,6,5,4870,0,1,115.5066667,3
,0,0,1,4870,0,1,68.08,3
,7,7,4,4870,0,1,119.39,3
,0,0,5,4871,0,1,166.38,3
,5,5,5,4871,0,1,105.6533333,3
,5,5,2,4871,0,1,113.48,3
0,3,3,5,4871,0,0,207.44,3
,12,6,5,4871,1,0,104.9507692,3
1,8,8,3,4871,0,1,122.6733333,3
,3,3,4,4871,0,1,89.915,3
,0,0,5,4871,0,1,154.32,3
,0,0,5,4871,0,1,,3
,3,3,5,4871,0,1,115.4866667,3
,0,0,5,4871,0,1,154.32,3
,5,5,5,4871,0,1,102.8258824,3
,3,-3,5,4871,0,1,111.3333333,3
,0,0,4,4871,0,1,101.6666667,3
,0,0,5,4871,0,0,189.8,3
,9,9,5,4872,1,0,101.5104762,3
1,3,3,5,4872,0,1,107.555,3
,5,-1,5,4872,0,1,99.79555556,3
,3,3,5,4872,0,1,,3
,4,4,5,4872,0,1,107.63,3
,2,2,5,4872,0,1,129.1733333,3
0,9,5,4,4872,0,1,99.57833333,3
,4,4,5,4872,0,1,93.56615385,3
0.5,2,-2,1,4872,0,1,92.14181818,3
,3,3,5,4872,0,1,90.01333333,3
0.666666667,14,14,5,4872,0,1,122.4675862,3
,0,0,5,4872,0,1,59.44,3
,0,0,5,4873,0,1,107.63,3
,3,3,5,4873,0,1,117.87,3
1,2,2,5,4873,0,1,101.78,3
,6,6,5,4873,0,1,125.02,3
,3,3,5,4873,0,1,129.1733333,3
,14,0,3,4873,0,0,107.67,3
,3,1,1,1818824,0,1,85.43,3
,0,0,5,1818824,0,1,117.4133333,3
,6,6,4,1818824,0,1,123.2933333,3
,6,6,5,1818824,0,0,142.86,3
,3,-3,2,1818824,0,0,109.1375,3
0.666666667,17,9,4,1818824,0,0,114.2251163,3
,11,-3,5,1818824,0,0,82.59,3
,6,6,2,1818824,0,0,109.88,3
,2,-2,1,1818824,0,0,84,3
,6,6,4,1818824,0,0,99.07076923,3
,6,6,5,1818824,0,0,128.06,3
,0,0,5,1818824,0,0,213.32,3
,3,3,5,1818824,0,0,,3
,20,8,2,1818824,0,0,134.6529412,3
1,8,0,1,1818824,0,0,116.7036364,3
,6,6,5,1818824,0,0,107.5890909,3
,13,7,5,1818824,0,0,105.312,3
,4,4,3,1818824,0,0,67.10285714,3
1,2,2,1,1818824,0,0,121.64,3
,3,3,5,1818824,0,0,119.3066667,3
1,4,4,5,1818824,0,0,125.1866667,3
,14,14,5,1818824,0,0,112.8447059,3
,12,10,5,1818824,0,0,83.09142857,3
,0,0,2,1818824,0,1,110.5533333,3
,8,8,5,1818824,0,1,87.735,3
,1,-1,3,1818824,0,1,106.895,3
0.6,2,-2,1,1818824,0,1,112.1569231,3
,2,2,4,1818824,0,1,84.94,3
,0,0,5,1818824,0,0,105.62,3
,4,2,4,1818824,0,0,109.075,3
1,10,-6,5,1818824,0,0,89.32470588,3
0.666666667,3,-3,2,1818824,0,0,105.4375,3
,21,21,5,1818824,0,0,104.2388889,3
,3,-3,4,1818824,0,0,115.615,3
,3,3,5,1818824,0,0,154.12,3
0.777777778,11,7,1,1818824,0,0,116.495,3
,43,15,5,1818824,0,0,43.13311475,3
1,3,3,5,1818824,0,0,-420.04,3
,5,-1,3,1818824,0,0,103.0844444,3
,7,1,2,1818824,0,0,95.5275,3
,16,14,5,1818824,0,0,99.1826087,3
0,8,2,1,1818824,0,0,108.7392593,3
,10,2,2,1818824,0,0,112.5048276,3
1,6,6,5,1818824,0,0,93.615,3
,3,3,5,1818824,0,0,,3
,7,7,5,1818824,0,0,110.1857143,3
